LotArea,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,GarageCars,Neighborhood,SalePrice
17525,6,1954,1410,1916,5,3,2,Rural,301315.0
2089,1,2002,2140,1796,4,2,2,Rural,250898.0
12361,3,2004,1989,3591,4,1,1,Suburb_A,502633.0
18369,3,1986,1177,3695,1,2,2,Suburb_A,507131.0
5041,10,2005,404,3770,2,2,2,Uptown,597785.0
2105,4,2008,1172,2029,5,3,2,Suburb_A,347586.0
11078,6,2018,888,955,4,2,0,Suburb_B,252093.0
8090,7,2022,421,738,5,3,1,Downtown,308610.0
8082,10,2008,1641,2126,5,1,0,Uptown,486640.0
19018,4,1951,471,1797,4,3,0,Downtown,384343.0
3925,6,2014,546,628,3,2,1,Suburb_A,195056.0
8917,1,2009,630,1530,2,1,0,Rural,167648.0
2552,8,2000,1037,3143,2,2,0,Uptown,513384.0
5911,7,1979,1829,1613,1,3,0,Suburb_A,332497.0
5389,9,1960,363,3302,1,1,1,Suburb_B,430081.0
15629,3,1988,2166,1427,1,1,2,Uptown,395923.0
4430,2,2021,545,950,2,3,3,Uptown,258726.0
2458,1,2012,633,3201,3,3,3,Rural,307095.0
15395,3,2013,1936,2624,2,1,1,Uptown,514422.0
2207,5,2010,1680,898,2,1,3,Rural,205079.0
2899,2,2003,962,2343,2,3,1,Suburb_A,299990.0
13653,3,2022,882,2465,2,2,1,Suburb_B,335848.0
18405,4,2007,870,1815,3,1,3,Suburb_B,315948.0
10601,7,2005,515,2295,1,3,0,Uptown,456467.0
2894,3,1983,1420,2711,5,2,2,Uptown,484981.0
2514,9,1980,865,1354,1,1,3,Suburb_A,294628.0
6109,8,2001,2153,1369,1,1,3,Rural,260657.0
15258,4,1950,1108,1838,5,3,3,Suburb_B,333558.0
17313,1,2004,213,1433,2,2,3,Rural,171946.0
17349,1,1971,2244,2813,3,1,1,Suburb_A,425814.0
9179,1,1989,18,2506,3,2,1,Suburb_B,280974.0
12326,1,1950,641,3903,1,2,2,Suburb_B,460569.0
13787,8,2014,1104,2164,5,1,2,Downtown,507138.0
3560,3,2012,329,1818,4,2,3,Suburb_A,270273.0
15612,6,2003,865,1105,2,1,3,Suburb_A,279145.0
19650,3,1991,773,1957,1,2,3,Downtown,409887.0
6780,5,1970,391,3440,3,1,2,Rural,337552.0
13894,7,1971,636,3975,5,3,3,Downtown,716225.0
4356,2,1987,2354,3480,5,1,0,Suburb_A,482581.0
6790,6,1957,1025,2060,1,1,2,Rural,252062.0
18690,6,2011,1674,3994,4,1,0,Suburb_B,538696.0
12181,3,1996,739,3505,3,2,3,Downtown,619024.0
9057,6,1966,1545,2016,1,3,1,Rural,282787.0
18082,10,1966,468,3453,4,2,0,Rural,375434.0
2661,10,1962,2259,1772,5,2,2,Rural,312984.0
6644,5,1966,1135,1360,2,1,0,Downtown,337898.0
17711,2,1987,1031,1432,3,2,2,Suburb_B,231343.0
4920,9,1994,873,2028,3,1,3,Rural,299931.0
18002,8,1955,459,882,4,3,0,Downtown,312388.0
16025,3,1984,2300,978,1,2,1,Suburb_A,314927.0
10946,8,1963,1549,797,5,2,0,Downtown,367563.0
14732,9,2021,751,3662,4,2,1,Downtown,679203.0
8236,3,2010,1461,3671,2,1,2,Downtown,628709.0
18309,3,1964,1777,1155,2,1,3,Rural,231958.0
15518,2,2003,853,955,2,2,3,Downtown,285274.0
2352,8,1976,2283,2163,4,2,1,Suburb_A,439242.0
9005,10,1962,1329,1640,5,3,2,Rural,280335.0
16036,1,1980,477,3286,3,3,3,Suburb_A,424377.0
18542,8,1984,2263,978,1,3,2,Uptown,423782.0
2956,7,2009,134,1279,3,3,1,Downtown,326479.0
4071,7,1955,1152,3153,5,3,1,Rural,341835.0
10595,3,2018,409,2379,3,1,0,Rural,255919.0
17140,1,2007,1445,1498,4,3,3,Downtown,397184.0
14803,4,1998,1317,675,2,3,3,Suburb_B,214460.0
5453,9,1972,1269,830,5,2,0,Suburb_B,233709.0
8675,5,1983,1579,2339,5,1,1,Suburb_A,363593.0
2955,1,1975,85,1561,3,3,1,Downtown,264841.0
8295,5,1996,1865,3919,4,3,1,Downtown,722385.0
17921,8,1954,1469,2949,3,3,1,Uptown,594459.0
17282,8,1969,377,3373,3,2,2,Suburb_B,476271.0
6703,5,1955,1680,2862,5,2,3,Suburb_B,423628.0
8563,9,2019,1074,3829,3,2,3,Downtown,722281.0
14003,1,2008,241,2716,2,3,1,Suburb_A,338989.0
12817,4,2013,919,992,3,2,1,Downtown,310491.0
13171,3,1967,1586,1708,2,3,1,Suburb_A,336827.0
14582,2,1953,2313,866,5,1,3,Suburb_B,260491.0
14201,8,1966,1271,1692,4,3,3,Uptown,459727.0
19778,7,1963,69,1210,2,2,1,Rural,210330.0
14473,9,1962,2104,1970,4,1,2,Suburb_B,428971.0
11461,2,1956,1405,1608,4,3,0,Suburb_A,294513.0
17596,4,1993,2086,1561,2,1,0,Downtown,426001.0
2529,6,1964,2007,3375,5,1,0,Suburb_B,483407.0
14765,3,1968,800,1272,1,1,3,Uptown,287669.0
15910,8,2012,1041,3070,4,3,3,Suburb_A,511756.0
13561,3,1984,824,3845,4,2,0,Downtown,623386.0
11131,2,1984,755,2300,5,3,0,Rural,244744.0
2525,3,1968,2399,2762,5,2,2,Suburb_A,460496.0
18385,6,1969,1995,2867,3,3,3,Downtown,627884.0
2374,2,1984,1839,630,5,3,3,Rural,182540.0
14197,8,1981,1321,1966,4,3,0,Downtown,509268.0
6648,1,1997,2330,2000,2,2,2,Rural,269771.0
4365,7,1993,1609,1753,1,3,2,Rural,239778.0
19909,2,1973,109,1216,3,1,0,Rural,180659.0
3646,10,2010,1016,1138,2,3,0,Downtown,362968.0
2013,6,1966,1961,3386,1,1,3,Rural,392302.0
6599,2,2020,1769,3673,1,2,0,Suburb_A,477810.0
4278,2,1999,24,1470,1,2,1,Uptown,229765.0
16296,10,2014,842,700,2,3,2,Uptown,343494.0
5155,8,1981,737,3729,3,3,0,Rural,396037.0
10321,2,1985,2104,2012,3,3,1,Uptown,415364.0
5814,7,1962,179,3339,1,1,2,Uptown,532799.0
15125,3,2019,231,1540,2,2,1,Rural,192381.0
5216,8,2007,1917,940,1,1,1,Rural,219564.0
4113,7,1963,342,3508,5,1,0,Suburb_A,448594.0
12238,8,1986,476,1643,3,3,2,Suburb_B,293145.0
15760,7,2017,1822,3926,4,3,1,Downtown,781460.0
14588,6,1989,454,3988,1,1,3,Rural,400348.0
5374,7,2008,1255,637,5,1,2,Rural,169426.0
8430,5,1965,288,1259,3,3,3,Uptown,306462.0
13970,7,2011,1236,2633,2,3,0,Suburb_A,438043.0
2629,1,1953,2305,2160,3,1,3,Uptown,421406.0
18653,1,1994,529,2256,2,3,2,Rural,278653.0
